country,year,total,urban,rural,urban_water_improved,urban_water_piped,urban_water_otherimproved,urban_water_unimproved,rural_water_improved,rural_water_piped,rural_water_otherimproved,rural_water_unimproved,total_water_improved,total_water_piped,total_water_otherimproved,total_water_unimproved,urban_sanitation_improved,urban_sanitation_shared,urban_sanitation_opendefecation,urban_sanitation_otherunimproved,urban_sanitation_unimproved,rural_sanitation_improved,rural_sanitation_shared,rural_sanitation_opendefecation,rural_sanitation_otherunimproved,rural_sanitation_unimproved,total_sanitation_improved,total_sanitation_shared,total_sanitation_opendefecation,total_sanitation_otherunimproved,total_sanitation_unimproved
"Micronesia (Federated States of)","2005","109.42","24.43","84.98","23.00","","23.00","1.00","80.00","","80.00","5.00","103.00","","103.00","6.00","14.90","","","9.53","9.53","12.75","","","72.24","72.23","28.00","","","82.00","81.42"
"Micronesia (Federated States of)","2008","110.41","24.80","85.61","24.00","","24.00","1.00","","","","","","","","","","","","","","","","","","","","","","",""
"Gabon","1990","926.40","640.54","285.86","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gabon","1995","1084.45","817.25","267.20","776.00","433.00","343.00","41.00","131.00","21.00","110.00","136.00","907.00","454.00","453.00","177.00","310.56","335.07","24.52","147.11","506.69","77.49","64.13","16.03","109.55","189.71","388.00","399.00","41.00","257.00","696.45"
"Gabon","2000","1233.41","988.53","244.88","939.00","514.00","425.00","50.00","115.00","20.00","95.00","130.00","1054.00","534.00","520.00","180.00","365.76","395.41","19.77","207.59","622.77","73.46","58.77","12.24","100.40","171.42","439.00","454.00","32.00","308.00","794.41"
"Gabon","2005","1369.23","1144.66","224.57","1087.00","572.00","515.00","58.00","97.00","22.00","75.00","128.00","1184.00","594.00","590.00","186.00","389.19","423.52","11.45","320.51","755.47","67.37","56.14","6.74","94.32","157.20","456.00","480.00","18.00","415.00","913.23"
"Gabon","2008","1448.16","1233.28","214.88","1172.00","604.00","568.00","61.00","88.00","21.00","67.00","127.00","1260.00","625.00","635.00","188.00","406.98","443.98","12.33","369.98","826.30","64.46","53.72","4.30","92.40","150.42","471.00","498.00","16.00","462.00","977.16"
"United Kingdom","1990","57237.50","50765.08","6472.42","50765.00","50765.00","0.00","0.00","6472.00","6343.00","129.00","0.00","57237.00","57108.00","129.00","0.00","50765.08","","","0.00","0.00","6472.42","","","0.00","0.00","57237.00","","","0.00","0.50"
"United Kingdom","1995","58042.34","51658.84","6383.50","51659.00","51659.00","0.00","0.00","6383.00","6256.00","127.00","0.00","58042.00","57915.00","127.00","0.00","51658.84","","","0.00","0.00","6383.50","","","0.00","0.00","58042.00","","","0.00","0.34"
"United Kingdom","2000","58907.41","52635.54","6271.87","52636.00","52636.00","0.00","0.00","6272.00","6146.00","126.00","0.00","58908.00","58782.00","126.00","0.00","52635.54","","","0.00","0.00","6271.87","","","0.00","0.00","58908.00","","","0.00","-0.59"
"United Kingdom","2005","60260.59","54065.81","6194.79","54066.00","54066.00","0.00","0.00","6195.00","6071.00","124.00","0.00","60261.00","60137.00","124.00","0.00","54065.81","","","0.00","0.00","6194.79","","","0.00","0.00","60261.00","","","0.00","-0.41"
"United Kingdom","2008","61230.91","55086.39","6144.52","55086.00","55086.00","0.00","0.00","6145.00","6022.00","123.00","0.00","61231.00","61108.00","123.00","0.00","55086.39","","","0.00","0.00","6144.52","","","0.00","0.00","61231.00","","","0.00","-0.09"
"Georgia","1990","5460.00","3005.89","2454.11","2826.00","2435.00","391.00","180.00","1620.00","466.00","1154.00","834.00","4446.00","2901.00","1545.00","1014.00","2915.72","90.18","0.00","0.00","90.17","2331.40","24.54","49.08","49.08","122.71","5247.00","115.00","49.00","49.00","213.00"
"Georgia","1995","5068.90","2730.31","2338.59","2566.00","2239.00","327.00","164.00","1614.00","514.00","1100.00","725.00","4180.00","2753.00","1427.00","889.00","2648.40","81.91","0.00","0.00","81.91","2221.66","23.39","46.77","46.77","116.93","4870.00","105.00","47.00","47.00","198.90"
"Georgia","2000","4744.75","2499.16","2245.60","2424.00","2149.00","275.00","75.00","1796.00","764.00","1032.00","450.00","4220.00","2913.00","1307.00","525.00","2399.19","74.97","0.00","24.99","99.97","2110.86","22.46","44.91","67.37","134.74","4510.00","97.00","45.00","92.00","234.75"
"Georgia","2005","4464.54","2342.72","2121.82","2319.00","2108.00","211.00","24.00","1952.00","976.00","976.00","170.00","4271.00","3084.00","1187.00","194.00","2249.02","70.28","0.00","23.43","93.70","1994.51","21.22","42.44","63.65","127.31","4244.00","91.00","42.00","87.00","220.54"
"Georgia","2008","4307.01","2269.45","2037.56","2269.00","2088.00","181.00","0.00","1956.00","1039.00","917.00","82.00","4225.00","3127.00","1098.00","82.00","2178.67","68.08","0.00","22.69","90.78","1894.93","20.38","40.75","81.50","142.63","4074.00","88.00","41.00","105.00","233.01"
"Ghana","1990","14967.51","5454.31","9513.20","4582.00","2236.00","2346.00","872.00","3520.00","190.00","3330.00","5993.00","8102.00","2426.00","5676.00","6865.00","599.97","2399.90","599.97","1854.47","4854.34","380.53","1997.77","2663.70","4471.20","9132.67","981.00","4398.00","3264.00","6325.00","13986.51"
"Ghana","1995","17245.46","6922.16","10323.31","5953.00","2630.00","3323.00","969.00","4852.00","206.00","4646.00","5471.00","10805.00","2836.00","7969.00","6440.00","899.88","3530.30","692.22","1799.76","6022.28","516.17","2684.06","3096.99","4026.09","9807.14","1416.00","6214.00","3789.00","5826.00","15829.46"
"Ghana","2000","19529.31","8583.91","10945.39","7554.00","3004.00","4550.00","1030.00","6348.00","328.00","6020.00","4597.00","13902.00","3332.00","10570.00","5627.00","1287.59","4978.67","772.55","1545.10","7296.32","547.27","3393.07","3393.07","3611.98","10398.12","1835.00","8372.00","4166.00","5157.00","17694.31"
"Ghana","2005","21915.17","10467.34","11447.83","9316.00","3350.00","5966.00","1151.00","7785.00","343.00","7442.00","3663.00","17101.00","3693.00","13408.00","4814.00","1779.45","6908.45","837.39","942.06","8687.89","686.87","4006.74","3777.78","2976.43","10760.96","2466.00","10915.00","4615.00","3918.00","19449.17"
"Ghana","2008","23350.93","11676.16","11674.76","10509.00","3503.00","7006.00","1167.00","8639.00","350.00","8289.00","3036.00","19148.00","3853.00","15295.00","4203.00","2101.71","8173.31","817.33","583.81","9574.45","817.23","4436.41","3969.42","2451.70","10857.53","2919.00","12609.00","4786.00","3036.00","20431.93"
"Guinea","1990","6147.05","1722.77","4424.28","1499.00","362.00","1137.00","224.00","1681.00","0.00","1681.00","2743.00","3180.00","362.00","2818.00","2967.00","310.10","396.24","103.37","913.07","1412.67","265.46","176.97","2389.11","1592.74","4158.82","575.00","573.00","2492.00","2506.00","5572.05"
"Guinea","1995","7478.43","2204.27","5274.16","1940.00","485.00","1455.00","264.00","2373.00","0.00","2373.00","2901.00","4313.00","485.00","3828.00","3165.00","506.98","617.20","110.21","969.88","1697.29","421.93","210.97","2531.60","2109.67","4852.23","929.00","828.00","2642.00","3080.00","6549.43"
"Guinea","2000","8383.55","2602.84","5780.71","2291.00","625.00","1666.00","312.00","2948.00","0.00","2948.00","2833.00","5239.00","625.00","4614.00","3145.00","702.77","858.94","78.09","963.05","1900.07","520.26","289.04","2427.90","2543.51","5260.45","1223.00","1148.00","2506.00","3507.00","7160.55"
"Guinea","2005","9220.77","3042.49","6178.28","2708.00","761.00","1947.00","334.00","3522.00","62.00","3460.00","2656.00","6230.00","823.00","5407.00","2990.00","943.17","1186.57","60.85","851.90","2099.32","617.83","370.70","2285.96","2903.79","5560.45","1561.00","1558.00","2347.00","3756.00","7659.77"
"Guinea","2008","9833.06","3378.93","6454.12","3007.00","879.00","2128.00","372.00","3937.00","65.00","3872.00","2517.00","6944.00","944.00","6000.00","2889.00","1148.84","1419.15","33.79","777.15","2230.09","709.95","387.25","2129.86","3227.06","5744.17","1859.00","1806.00","2164.00","4004.00","7974.06"
"Guadeloupe","1990","386.34","380.91","5.43","373.00","373.00","0.00","8.00","","","","","","","","","","","","","","","","","","","","","","",""
"Guadeloupe","1995","404.54","398.41","6.13","390.00","390.00","0.00","8.00","6.00","5.00","1.00","0.00","396.00","395.00","1.00","8.00","374.51","","","23.90","23.90","","","","","","","","","",""
"Guadeloupe","2000","429.17","422.17","7.00","414.00","414.00","0.00","8.00","7.00","5.00","2.00","0.00","421.00","419.00","2.00","8.00","396.84","","","25.33","25.33","","","","","","","","","",""
"Guadeloupe","2005","455.51","447.69","7.83","439.00","439.00","0.00","9.00","","","","","","","","","425.30","","","22.38","22.39","","","","","","","","","",""
"Guadeloupe","2008","463.59","455.48","8.12","446.00","446.00","0.00","9.00","","","","","","","","","432.70","","","22.77","22.78","","","","","","","","","",""
"Gambia","1990","895.53","343.10","552.43","292.00","82.00","210.00","51.00","370.00","0.00","370.00","182.00","662.00","82.00","580.00","233.00","","","","","","","","","","","","","","",""
"Gambia","1995","1084.89","475.63","609.26","419.00","157.00","262.00","57.00","439.00","12.00","427.00","170.00","858.00","169.00","689.00","227.00","299.64","118.91","9.51","47.56","175.99","353.37","73.11","60.93","121.85","255.89","653.00","192.00","71.00","170.00","431.89"
"Gambia","2000","1301.81","639.18","662.63","582.00","262.00","320.00","57.00","510.00","20.00","490.00","153.00","1092.00","282.00","810.00","210.00","415.46","159.79","6.39","57.53","223.72","404.21","86.14","59.64","112.65","258.42","819.00","246.00","66.00","171.00","482.81"
"Gambia","2005","1526.14","822.51","703.63","773.00","411.00","362.00","50.00","584.00","28.00","556.00","120.00","1357.00","439.00","918.00","170.00","551.08","213.85","8.23","49.35","271.43","443.28","91.47","56.29","112.58","260.35","994.00","305.00","64.00","162.00","532.14"
"Gambia","2008","1660.20","938.28","721.92","901.00","516.00","385.00","37.00","621.00","36.00","585.00","101.00","1522.00","552.00","970.00","138.00","638.03","253.34","9.38","37.53","300.25","469.25","101.07","50.53","101.07","252.67","1107.00","354.00","60.00","139.00","553.20"
"Guinea-Bissau","1990","1022.39","287.61","734.78","","17.00","","","272.00","0.00","272.00","463.00","","17.00","","","","","","","","","","","","","","","","",""
"Guinea-Bissau","1995","1165.99","347.63","818.36","271.00","42.00","229.00","77.00","336.00","0.00","336.00","482.00","607.00","42.00","565.00","559.00","142.53","24.33","17.38","163.39","205.10","49.10","0.00","458.28","310.98","769.26","192.00","24.00","475.00","474.00","973.99"
"Guinea-Bissau","2000","1303.76","387.15","916.61","306.00","70.00","236.00","81.00","412.00","0.00","412.00","505.00","718.00","70.00","648.00","586.00","166.48","27.10","15.49","178.09","220.67","64.16","0.00","485.80","366.64","852.45","230.00","27.00","501.00","545.00","1073.76"
"Guinea-Bissau","2005","1472.63","435.93","1036.70","357.00","100.00","257.00","79.00","498.00","10.00","488.00","539.00","855.00","110.00","745.00","618.00","204.89","30.51","8.72","191.81","231.04","82.94","0.00","487.25","466.51","953.76","288.00","31.00","496.00","659.00","1184.63"
"Guinea-Bissau","2008","1575.45","468.92","1106.53","389.00","127.00","262.00","80.00","564.00","11.00","553.00","543.00","953.00","138.00","815.00","623.00","229.77","37.51","9.38","192.26","239.15","99.59","0.00","475.81","531.13","1006.94","330.00","38.00","485.00","723.00","1245.45"
"Equatorial Guinea","1990","379.25","131.77","247.48","","16.00","","","","0.00","","","","16.00","","","","","","","","","","","","","","","","",""
"Equatorial Guinea","1995","451.99","175.53","276.46","79.00","25.00","54.00","97.00","116.00","0.00","116.00","160.00","195.00","25.00","170.00","257.00","105.32","","","70.21","70.21","127.17","","","149.29","149.29","232.00","","","219.00","219.99"
"Equatorial Guinea","2000","528.88","205.24","323.64","92.00","33.00","59.00","113.00","136.00","0.00","136.00","188.00","228.00","33.00","195.00","301.00","123.14","","","82.10","82.10","148.88","","","174.77","174.76","272.00","","","257.00","256.88"
"Equatorial Guinea","2005","608.81","237.04","371.77","107.00","38.00","69.00","130.00","156.00","0.00","156.00","216.00","263.00","38.00","225.00","346.00","142.22","","","94.82","94.82","171.01","","","200.75","200.76","313.00","","","296.00","295.81"
"Equatorial Guinea","2008","659.20","259.16","400.04","","","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"Greece","1990","10160.50","5978.74","4181.76","5919.00","5919.00","0.00","60.00","3847.00","3429.00","418.00","335.00","9766.00","9348.00","418.00","395.00","5978.74","","0.00","0.00","0.00","3847.22","","334.54","0.00","334.54","9826.00","","335.00","0.00","334.50"
"Greece","1995","10672.12","6327.18","4344.94","6327.00","6264.00","63.00","0.00","4128.00","3867.00","261.00","217.00","10455.00","10131.00","324.00","217.00","6263.91","","0.00","63.27","63.27","4084.25","","260.70","0.00","260.69","10348.00","","261.00","63.00","324.12"
"Greece","2000","10942.31","6536.50","4405.81","6536.00","6536.00","0.00","0.00","4318.00","4186.00","132.00","88.00","10854.00","10722.00","132.00","88.00","6471.13","","0.00","65.36","65.37","4229.58","","176.23","0.00","176.23","10701.00","","176.00","65.00","241.31"
"Greece","2005","11063.67","6677.92","4385.75","6678.00","6678.00","0.00","0.00","4342.00","4342.00","0.00","44.00","11020.00","11020.00","0.00","44.00","6611.14","","0.00","66.78","66.78","4254.18","","87.71","43.86","131.57","10865.00","","88.00","111.00","198.67"
"Greece","2008","11137.03","6787.02","4350.01","6787.00","6787.00","0.00","0.00","4307.00","4307.00","0.00","43.00","11094.00","11094.00","0.00","43.00","6719.15","","0.00","67.87","67.87","4219.51","","87.00","43.50","130.50","10939.00","","87.00","112.00","198.03"
"Grenada","1990","96.18","31.00","65.18","30.00","","30.00","1.00","","","","","","","","","29.76","","","1.24","1.24","63.23","","","1.96","1.95","93.00","","","3.00","3.18"
"Grenada","1995","100.17","31.66","68.50","31.00","29.00","2.00","1.00","64.00","51.00","13.00","5.00","95.00","80.00","15.00","6.00","30.40","","","1.27","1.26","66.45","","","2.06","2.05","96.00","","","3.00","4.17"
"Grenada","2000","101.21","31.33","69.88","30.00","29.00","1.00","1.00","65.00","52.00","13.00","5.00","95.00","81.00","14.00","6.00","30.08","","","1.25","1.25","67.78","","","2.10","2.10","98.00","","","3.00","3.21"
"Grenada","2005","102.50","31.38","71.12","30.00","","30.00","1.00","","","","","","","","","30.12","","","1.26","1.26","68.99","","","2.13","2.13","99.00","","","3.00","3.50"
"Grenada","2008","103.54","31.86","71.68","31.00","","31.00","1.00","","","","","","","","","30.58","","","1.27","1.28","69.53","","","2.15","2.15","101.00","","","3.00","2.54"
"Guatemala","1990","8910.12","3663.57","5246.55","3334.00","2491.00","843.00","330.00","3935.00","1836.00","2099.00","1312.00","7269.00","4327.00","2942.00","1642.00","3077.40","256.45","183.18","146.54","586.17","2675.74","104.93","1836.29","629.59","2570.81","5753.00","361.00","2019.00","777.00","3157.12"
"Guatemala","1995","10006.65","4313.87","5692.79","4012.00","3235.00","777.00","302.00","4554.00","2505.00","2049.00","1139.00","8566.00","5740.00","2826.00","1441.00","3666.79","301.97","172.55","172.55","647.08","3244.89","113.86","1650.91","683.13","2447.90","6912.00","416.00","1824.00","856.00","3094.65"
"Guatemala","2000","11230.70","5068.08","6162.62","4815.00","4207.00","608.00","253.00","5177.00","3266.00","1911.00","986.00","9992.00","7473.00","2519.00","1239.00","4409.23","354.77","152.04","152.04","658.85","3882.45","123.25","1355.78","801.14","2280.17","8291.00","478.00","1508.00","953.00","2939.70"
"Guatemala","2005","12709.74","5997.22","6712.52","5817.00","5397.00","420.00","180.00","5907.00","4229.00","1678.00","806.00","11724.00","9626.00","2098.00","986.00","5277.55","419.81","179.92","119.94","719.67","4631.64","134.25","1006.88","939.75","2080.88","9910.00","554.00","1187.00","1060.00","2799.74"
"Guatemala","2008","13686.13","6640.65","7045.48","6508.00","6309.00","199.00","133.00","6341.00","4791.00","1550.00","704.00","12849.00","11100.00","1749.00","837.00","5910.17","464.85","132.81","132.81","730.48","5143.20","140.91","775.00","986.37","1902.28","11053.00","606.00","908.00","1119.00","2633.13"
"French Guiana","1990","116.37","86.72","29.66","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"French Guiana","1995","138.72","103.76","34.96","91.00","86.00","5.00","13.00","25.00","23.00","2.00","10.00","116.00","109.00","7.00","23.00","88.19","","","15.56","15.57","19.93","","","15.03","15.03","108.00","","","31.00","30.72"
"French Guiana","2000","165.16","124.01","41.15","109.00","103.00","6.00","15.00","29.00","27.00","2.00","12.00","138.00","130.00","8.00","27.00","105.41","","","18.60","18.60","23.46","","","17.70","17.69","128.00","","","37.00","37.16"
"French Guiana","2005","201.99","152.67","49.32","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"French Guiana","2008","220.10","167.30","52.80","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guam","1990","133.91","121.59","12.33","122.00","","122.00","0.00","12.00","","12.00","0.00","134.00","","134.00","0.00","120.37","","","1.22","1.22","12.08","","","0.25","0.25","132.00","","","1.00","1.91"
"Guam","1995","145.56","133.99","11.57","134.00","","134.00","0.00","12.00","","12.00","0.00","146.00","","146.00","0.00","132.65","","","1.34","1.34","11.33","","","0.23","0.24","144.00","","","1.00","1.56"
